key	value
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	No time to chat, I'm trying to study something.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Hm... oh? Sorry, I can't talk right now.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Greetings. I see you have come to this world in peace.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	My colleague thinks you look cute.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	There's such little time to learn.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Hail, lost soul. Does this place entice you?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	This Tower brings me solitude.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	My colleague seems to like you.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	These two don't know what it takes to be truly agile. If only they knew...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Nothing beats the power of wit and speed. Fighters and Mystics don't stand a chance against Bandits.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Have you spoken to Sally? She's remarkable.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	It is quite clear that the way of the Mystic is far more superior than the others.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Spellcasting is the better option, there are no exceptions!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Angela knows best, and she's the one that knows more than the others.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	I have quite a lot of things to study soon...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Heya, welcome to the Barracks!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	You've met Enok, correct? He is the Fighter Guardian.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	My strength communes with Enok's powers.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Hi there!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	I see you're not from this world. We're natives here. Lost souls are always welcome.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	As long as you assist us in this dire time, you're free to rest here!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Welcome to the Barracks, adventurer.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Master Enok knows of your presence. Don't disappoint him.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	If only I could kill some slimes right now...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	It's dangerous out there. I'd advise you to be prepared.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	In case if you don't know, the portal to the outer sanctum opens when you have spoken to Angela.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	If only the outside world was safe like it once was...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	We try to keep Sanctum stocked with all the essentials.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	How many bunbags do we have left? I lost count...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Hmm... I should talk to Sally just to make sure we have everything...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Agh, we seem to be low on carrot cake. I love that stuff!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Hiya, traveller!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	I've got some training to do, I wanna beat up some slimes!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	We're not strong enough to take on the world outside, but I wanna prove that wrong someday.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Between you and me, I can't wait to kick this guys ass!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_4	What? You've lived in a world that isn't always overcast?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Hail, adventurer. This is the gateway to the Outer Sanctum.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	I'm stationed here to guard Sanctum in case anything comes through.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Hm... how many chances have you had to prove yourself beyond this world?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	I do wonder what other place out there in this world is as safe as here...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Have you been to the Crescent Keep? Rumor has it that it was once a temple of nature magic.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	The Guardians seem to have predated our existance, but i've been told this isn't true.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	I wonder what's for dinner...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	It's too lovely here for me to leave. I'll be staying here.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Did you open the portal leading here?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Blessed day, Angela has not forgotten us!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Oh? I thought i'd never see anyone new here.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	It seems the portal is opened here now... thank goodness!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Please rest here before going back out, and be careful!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	How is Sanctum? I hope things are okay there.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Some say the Wall of the Stars can speak within your mind.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	It's good to know we're not stranded here anymore...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	We're so fortunate to have been stuck here rather than somewhere dangerous...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Hello, traveler.
